VL_Initial_Dist,VL_Initial_Mean,VL_Growth_Dist,VL_Growth_Mean,VL_Peak_Dist,VL_Peak_Mean,VL_Decline_Dist,VL_Decline_Mean,Delay_PeakSympt_Dist,Delay_PeakSympt_Mean,Sympt_Prob
Normal,1.49,Lognormal,1.03,Normal,8.14,Normal,0.79,Normal,0,0.6
