VL_Initial_Dist,VL_Initial_Mean,VL_Growth_Dist,VL_Growth_Mean,VL_Peak_Dist,VL_Peak_Mean,VL_Decline_Dist,VL_Decline_Mean,Delay_PeakSympt_Dist,Delay_PeakSympt_Mean,Sympt_Prob
Normal,0,Lognormal,-0.302313225,Normal,1.72,Lognormal,-0.41705347,Normal,0,0.772727273
